,num,forpet_hash,shop_name,match
113,208,0352ec05f29b4555a471090d8d7eeecb47bb1cb5287ce682b13884a37693468c,펫액션,not info
114,209,13249feaf1df1ee5875435105e9ceef788cc2cbb52712982f333efd1a452609b,테라펫,not info
115,210,829744cfde3e7b492ed045e1fb15ad0a3c1dedc5f71ec87dab8285f2bf4ebf25,밸런스펫수유시장점,not info
116,217,830ca6bddd155bee97fd0abf91d9af4d192a1815ef62f35f4f7dcab68ac0314c,쥬파크강북점,not info
117,220,b3d2367eac4ddb344f9dc431425928ee09105394c59d93ef206ffe758eeb48fa,나라&송이애견샵,not info
118,228,441d99e98eda0e49efd9faff99ce1f301a530b54a7e906de9c1c6379377c2bff,해피도그,not info
119,231,f0f56d440af98760ab2b56778014cb4cb0b8104c33e87e78b4f0e6aad2b87522,애완용품할인마트,not info
120,231,f0f56d440af98760ab2b56778014cb4cb0b8104c33e87e78b4f0e6aad2b87522,애완용품할인마트,not info
121,234,3134645819086af94c863eb8a359db09523e101556b852301bca563889208aab,애완용품할인매장,not info
122,234,3134645819086af94c863eb8a359db09523e101556b852301bca563889208aab,애완용품할인매장,not info
123,234,3134645819086af94c863eb8a359db09523e101556b852301bca563889208aab,애완용품할인매장,not info
124,234,3134645819086af94c863eb8a359db09523e101556b852301bca563889208aab,애완용품할인매장,not info
125,234,3134645819086af94c863eb8a359db09523e101556b852301bca563889208aab,애완용품할인매장,not info
126,236,7e4b5a692f685860e20edb99ce8fefdffdd94ed1b505db5850927baf16160b45,펫클럽창동점,not info
127,239,65a9a6f9347a61b2a18fc4839ebff400266e47a1871069ae58820c3ffe9104c0,지연이네강아지수제간식,not info
128,245,30df7c090a9fa951679e4e2c1e1cd5b44cfe6da86af84b56e7f67bca5e024d91,도봉동물약품,not info
129,249,9d6c66735f1458967685ec02e6870b0df541e8136de4a5a45dbd8be9ac689005,모어라이크,not info
130,251,3fcf6a93c732b76393cf1503f0babf9cff5b9d2bae1581681fcbd76865cac092,와이타운,not info
131,252,50958bd676951b6916626eea5b9b15eb05f8614bcd3920367ea805860dfee3d6,펫클럽상계점,not info
132,256,6cfee1968f37b659b2320f4d69e443d01d7f3aebf985a2af60f6adf64261b989,도그원펫센터,not info
133,257,6ba1fd53666e49a45f08928a6498506ca1f019e0dc2108140aaf3a30e2433efe,개상전애견용품점,not info
134,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
135,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
136,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
137,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
138,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
139,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
140,259,6cd5b90c64fd1c35e037460764a25e179b8005d69771c9350b5d3e2098f751eb,애견샵,not info
141,261,4c621ccd5f6bbb551fca660b23dd03dcbbe26efdd355490358a245a259e10878,도기랑냥이랑신사점,not info
142,265,6275758da2fe9e671e46949a51964719ef75cd44b8f64985e2b2b80fa2a4f4ba,위펫,not info
143,267,3acbdd88dc0719aa27227f24d6db3ac07ad0abc029e0e3cbe716c068ec86e147,펫카인드,not info
144,269,cdbe83d21e38fe0eed9a29df62f2df0761b93a79f76b3ec81526fd9c93b91265,vet7,not info
145,272,b69fd70d51ee75e885074607402c42f829926a83fda81c73efeb39e0e41dc641,도그맘,not info
146,273,c841e28e405b562b206a33e3c3c8756287b77cdbd2174f15a276840ae3854b12,아지네애완용품,not info
147,274,62d63ca17c033e66fb1d62473b4225ef4e73b6a861371d8ee6a58013aaa02343,허그도그애완용품할인마트,not info
148,275,fc3a5e67a1909dca62269941a90f574f93b4304427f23ac8c3d5e0ef1f3425c1,애견마트,not info
149,277,e747d591800216a6e688a7efbd7794299200992bf75bdc70f8d7498d6a09d6c4,도기랑냥이랑응암점,not info
150,281,6f2911992614e222bca17d9beebfb8ca607487adeade530473450cb5aa90b316,연희동미미네,not info
151,283,b0a8ee8d59a82b2a5c5fbb142e285ce4cc4172bc783acfd31a9f6f97e717ddd6,퍼피짱,not info
152,284,45b206dc8e6edd23d23f5a0e37924a84f0c10f30a07721080689f5cde8905c19,펫고리,not info
153,288,5a0b2102505495937abb35ada11cbbc2b6bdf3d888c40253224c45e679717812,베라펫,not info
154,289,b279dc19d0b19952144b49fa173e57f193a159e6f3b35d231f87f7dd5dc3121a,얌얌,not info
155,293,c2d888098215c4dd3786ebc19d841d7d07389f401b4095a761ae30720cecf07e,도기랑냥이랑합정점,not info
156,295,005abbe66873c4bc8a8e4a4bdcdf327e73282a0931cb99136c056c1d5edb7e9f,강아지미용실왕왕,not info
157,300,915ff8944bc33363a428a60899bd1b3cd136ad46b5895c749bef3b5a008d3882,에어버기포도그,not info
158,303,b06db787cebcae1b2bd53a5975ead912b4d842d0f622b03058b50c370be711d6,개들의만찬,not info
159,306,c9dfe6a9fae826ad915dd14b5ac43b8f3c4c6e488baf112c36b808a31513b85a,우프바이베럴즈합정점,not info
160,308,b04498bda205a0079d21a7dcaabe682de7c29d09792b5e4678f5d45c8f25fc9d,멍뭉샵,not info
161,309,b54c95373e694d279a9e81f87556acd46a4441b8c57943c26dfce9a2bd900752,도기랑냥이랑합정점,not info
162,311,4ed4b2161bb6b1ad429418bde9d51363609702a58cef83f5bf0b570c3ef2cc54,펑키코코홍대점,not info
163,312,30ab997f61d5768331d466415201a02c6df22cc0fd5d343f0ee48e8de80e7d95,폴리파크홍대점,not info
164,313,5e634eb10c079b580fcc845451a7b665223f416acbb10282eb6a2ac6b1e6ce2c,페스룸,not info
165,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
166,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
167,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
168,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
169,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
170,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
171,319,005ec8b9300e7c3b7ef1a6707ab84a33e12870949c4b40e758feae8ba371f736,고양이닷컴,not info
172,324,5ab0125609837214f14e4b1401dd160153f1b5e46643daad89950444e4e6d50f,작은손아린맘,not info
173,330,6a75400d736c4c1cfd065f29afb5fb923e3ac494185cba829bb8d64c5017682a,선유도고양이,not info
